Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
170000,0.6428271,399.0,-0.13782085,-0.6806824464689601,-0.6806824464689601,9.78143,0.09352471,0.0002504732,0.26698214,0.004176204,1.0
180000,0.62529516,384.3666666666667,-0.16405332,5.494349181652069,5.494349181652069,10.378363,0.09735573,0.00024743134,0.2649542,0.004125607,1.0
190000,0.6186461,388.17391304347825,0.023801357,4.297651373821756,4.297651373821756,10.953945,0.09359663,0.00024456024,0.26304016,0.004077851,1.0
200000,0.59820956,399.0,0.14352825,7.870382159948349,7.870382159948349,10.882257,0.08966657,0.00024151306,0.26100868,0.0040271664,1.0
210000,0.6023185,383.5416666666667,-0.05023668,6.564665666470925,6.564665666470925,10.119387,0.09446544,0.00023848018,0.2589868,0.0039767195,1.0
220000,0.5798708,392.1923076923077,-0.1353754,0.03721164854673239,0.03721164854673239,9.795717,0.09279422,0.00023544024,0.25696015,0.0039261547,1.0
230000,0.5789524,398.64,-0.12317745,1.7297198668122291,1.7297198668122291,9.8343525,0.0979638,0.00023239947,0.25493297,0.0038755771,1.0
240000,0.5777248,384.3703703703704,-0.029207766,0.6706847691977466,0.6706847691977466,10.420869,0.09873067,0.00022951847,0.2530123,0.0038276564,1.0
250000,0.5488995,390.84615384615387,-0.113396496,1.4828447860020857,1.4828447860020857,10.660929,0.09118505,0.00022648004,0.25098673,0.003777118,1.0
260000,0.49267668,399.0,0.034874585,-0.20746048664053282,-0.20746048664053282,10.885514,0.09540928,0.00022344168,0.2489611,0.0037265788,1.0
270000,0.44698972,388.44444444444446,0.10285048,-0.9394274850686392,-0.9394274850686392,11.220223,0.09569533,0.00022056846,0.24704562,0.0036787875,1.0
280000,0.40853122,397.9130434782609,-0.09747855,1.8601076654765918,1.8601076654765918,11.129682,0.093942426,0.00021755711,0.24503806,0.003628699,1.0
290000,0.43697253,372.82758620689657,-0.08449309,-0.2889166710705593,-0.2889166710705593,12.860399,0.099011265,0.00021453513,0.24302343,0.0035784335,1.0
300000,0.43805495,395.0,-0.13848205,3.4412379200043888,3.4412379200043888,11.570482,0.09453139,0.00021150953,0.24100633,0.0035281074,1.0
310000,0.42185006,390.85714285714283,0.22487332,2.2170841663048186,2.2170841663048186,11.521846,0.09815404,0.0002084676,0.23897836,0.00347751,1.0
320000,0.4127706,359.48,0.08630891,0.8956581592559815,0.8956581592559815,11.32049,0.09575014,0.00020545302,0.23696867,0.0034273677,1.0
330000,0.42747545,399.0,0.18922015,-0.5351631355285644,-0.5351631355285644,11.477462,0.098755874,0.00020243107,0.23495401,0.0033771025,1.0
340000,0.40442774,389.77777777777777,0.10556539,5.405460044189736,5.405460044189736,10.669195,0.09339962,0.00019955653,0.23303765,0.0033292894,1.0
350000,0.40645945,393.5652173913044,0.0624168,-3.346283845279528,-3.346283845279528,12.129755,0.09837352,0.00019652172,0.23101445,0.0032788105,1.0
360000,0.41493878,396.1923076923077,-0.060374476,-0.4075411927814667,-0.4075411927814667,11.27491,0.090698734,0.00019348219,0.2289881,0.003228253,1.0
370000,0.41099566,399.0,0.013274873,0.5872942466627468,0.5872942466627468,10.504499,0.092978045,0.00019044324,0.22696212,0.003177705,1.0
380000,0.385555,396.03846153846155,-0.061540727,1.9398013172405106,1.9398013172405106,11.37589,0.09738831,0.00018740498,0.22493665,0.0031271689,1.0
390000,0.37055513,385.2758620689655,-0.07109223,3.8756235635706355,3.8756235635706355,10.50228,0.09971033,0.00018452558,0.22301704,0.0030792744,1.0
400000,0.38542783,374.88,-0.08996424,1.7665371768749678,1.7665371768749678,10.163147,0.0945176,0.00018148485,0.22098985,0.0030286969,1.0
410000,0.3942333,399.0,-0.07337287,-0.29498055949807167,-0.29498055949807167,10.651519,0.1022661,0.00017844536,0.21896355,0.0029781403,1.0
420000,0.35135216,387.04,0.063462,3.0387985825538637,3.0387985825538637,10.223456,0.10222902,0.00017557645,0.21705095,0.0029304207,1.0
430000,0.3409331,386.96153846153845,-0.20520996,4.061653625506621,4.061653625506621,10.834938,0.092997886,0.00017256333,0.21504219,0.0028803025,1.0
440000,0.33722,383.08,0.007981765,6.876698865890503,6.876698865890503,10.638935,0.09108335,0.00016954936,0.21303289,0.0028301699,1.0
450000,0.33258605,385.6296296296296,-0.029202474,0.39357247838267573,0.39357247838267573,10.68909,0.09346732,0.00016655697,0.21103795,0.0027803967,1.0
460000,0.3159514,390.14814814814815,0.11439219,2.8377017864474543,2.8377017864474543,10.443393,0.09848307,0.00016355082,0.20903385,0.0027303945,1.0
470000,0.30592996,399.0,-0.0670517,5.227749439386221,5.227749439386221,10.683878,0.10052709,0.0001605162,0.20701078,0.0026799184,1.0
480000,0.29586875,395.875,0.25217924,3.266957034667333,3.266957034667333,10.786678,0.09152639,0.00015747688,0.20498456,0.0026293646,1.0
490000,0.29694194,385.88,0.09032914,4.897638356685638,4.897638356685638,10.589528,0.09383458,0.00015458846,0.20305893,0.0025813202,1.0
500000,0.26084155,399.0,-0.18338078,1.444858478307724,1.444858478307724,10.71471,0.09944381,0.0001515416,0.2010277,0.0025306407,1.0
510000,0.25336164,399.0,0.062104248,-2.591200464963913,-2.591200464963913,10.945636,0.100747004,0.0001485058,0.19900383,0.0024801453,1.0
520000,0.2508401,399.0,0.08622546,2.5791508322176724,2.5791508322176724,10.718838,0.09416305,0.00014546048,0.1969736,0.0024294914,1.0
530000,0.24000147,399.0,0.11093793,2.4008445808520684,2.4008445808520684,10.834865,0.09376155,0.00014242473,0.19494979,0.0023789972,1.0
540000,0.25697073,399.0,-0.032103833,2.8888392651081087,2.8888392651081087,10.607946,0.09604608,0.00013954102,0.1930273,0.0023310308,1.0
550000,0.26750055,376.67857142857144,-0.07180998,0.4603016514863287,0.4603016514863287,11.04601,0.094004355,0.00013650233,0.19100153,0.002280488,1.0
560000,0.2503267,399.0,-0.2400232,7.758824993784611,7.758824993784611,10.859691,0.094811946,0.0001334645,0.1889763,0.0022299583,1.0
570000,0.24748178,399.0,-0.13676523,-2.0947724220653376,-2.0947724220653376,10.615594,0.10443704,0.00013058346,0.18705559,0.0021820366,1.0
580000,0.23246603,399.0,0.052836303,4.926122332612674,4.926122332612674,10.675327,0.100590274,0.00012754429,0.18502948,0.0021314856,1.0
590000,0.23100635,399.0,0.06376114,2.3890979984402656,2.3890979984402656,10.857281,0.0974153,0.00012450345,0.18300226,0.0020809062,1.0
600000,0.24180914,399.0,0.029717635,4.257118685245514,4.257118685245514,11.185039,0.09519591,0.00012146462,0.18097636,0.00203036,1.0
610000,0.24528925,399.0,0.1379416,5.6385605819523335,5.6385605819523335,10.828815,0.09679492,0.00011842398,0.17894927,0.001979784,1.0
620000,0.23572196,399.0,0.16535543,7.390337754573141,7.390337754573141,10.609167,0.09551797,0.00011554398,0.17702927,0.0019318801,1.0
630000,0.2381897,390.7037037037037,0.15955147,3.392221094281585,3.392221094281585,10.433363,0.09626642,0.000112504466,0.17500293,0.0018813228,1.0
640000,0.250718,399.0,0.21054879,2.027172511038573,2.027172511038573,10.60556,0.10045007,0.00010947891,0.17298591,0.0018309978,1.0
650000,0.25532284,399.0,0.081452645,6.517098667621613,6.517098667621613,10.438482,0.09631728,0.00010645166,0.17096773,0.0017806446,1.0
660000,0.25895482,399.0,0.0053349077,6.0844565369188786,6.0844565369188786,11.302077,0.101638444,0.000103410646,0.16894037,0.0017300623,1.0
670000,0.24954793,387.11538461538464,-0.20619763,6.238459938993821,6.238459938993821,10.561386,0.10050367,0.00010053418,0.16702275,0.0016822171,1.0
680000,0.25147673,399.0,-0.08565564,4.173771638761867,4.173771638761867,10.222997,0.09557477,9.749972e-05,0.16499977,0.001631744,1.0
690000,0.24707095,382.51724137931035,-0.023236325,2.942188454085383,2.942188454085383,11.06739,0.09528968,9.445655e-05,0.16297099,0.0015811258,1.0
700000,0.23704706,399.0,-0.012872334,4.869098921120167,4.869098921120167,10.429885,0.099088654,9.158382e-05,0.16105583,0.0015333426,1.0
710000,0.23835991,368.2142857142857,0.099384695,1.7135704319391931,1.7135704319391931,10.24356,0.099391274,8.855906e-05,0.15903933,0.0014830311,1.0
720000,0.24348605,399.0,0.08353985,3.34499781370163,3.34499781370163,10.635611,0.10136825,8.5505875e-05,0.15700388,0.0014322464,1.0
730000,0.23577477,399.0,0.15079491,5.23689832687378,5.23689832687378,10.653488,0.10348358,8.2462524e-05,0.15497497,0.0013816252,1.0
740000,0.24143432,399.0,-0.07871185,3.5634360363086066,3.5634360363086066,10.519307,0.10043082,7.942162e-05,0.15294771,0.0013310448,1.0
750000,0.24576257,399.0,-0.13096438,3.2051015396912894,3.2051015396912894,9.906353,0.09152522,7.654216e-05,0.15102805,0.0012831497,1.0
760000,0.23558712,399.0,-0.061331965,3.671313073900011,3.671313073900011,10.0077505,0.095275395,7.3501884e-05,0.14900121,0.0012325798,1.0
770000,0.24331655,399.0,-0.15797149,3.731390789799068,3.731390789799068,9.939068,0.09908138,7.046109e-05,0.146974,0.0011820012,1.0
780000,0.23399822,396.32142857142856,-0.10309574,6.0647125116416385,6.0647125116416385,10.393054,0.10294761,6.758436e-05,0.14505619,0.0011341516,1.0
790000,0.23486002,399.0,0.05802142,6.42495817899704,6.42495817899704,10.106668,0.0984322,6.454359e-05,0.143029,0.0010835736,1.0
800000,0.23333043,399.0,0.09030325,2.6928587305545806,2.6928587305545806,10.490949,0.09609704,6.150492e-05,0.14100324,0.0010330305,1.0
810000,0.23395933,385.2916666666667,0.12902674,7.581061123559873,7.581061123559873,10.631474,0.09741426,5.862272e-05,0.13908176,0.0009850897,1.0
820000,0.22645366,389.5769230769231,0.030804798,6.705248802900314,6.705248802900314,10.398462,0.09977125,5.5535336e-05,0.1370235,0.0009337364,1.0
830000,0.22172475,399.0,0.043843288,-0.22408405939737955,-0.22408405939737955,10.884536,0.100508064,5.245792e-05,0.1349719,0.0008825486,1.0
840000,0.22160825,384.0,0.0956931,3.6369188511371613,3.6369188511371613,10.515354,0.09415478,4.953605e-05,0.13302399,0.00083394826,1.0
850000,0.21353926,399.0,0.043739207,6.95644270711475,6.95644270711475,10.490708,0.0909248,4.649259e-05,0.130995,0.0007833253,1.0
860000,0.21863043,396.64,0.15252939,7.490938363075256,7.490938363075256,10.00347,0.097068064,4.345682e-05,0.12897117,0.0007328304,1.0
870000,0.22089604,382.74074074074076,0.26983127,6.463664536122923,6.463664536122923,10.982004,0.09944984,4.0574225e-05,0.12704943,0.0006848831,1.0
880000,0.21607417,394.2916666666667,0.20934115,9.566852959493795,9.566852959493795,10.2073765,0.101080656,3.751485e-05,0.12500985,0.0006339955,1.0
890000,0.21718572,399.0,0.119860105,1.4354796317907481,1.4354796317907481,10.474697,0.097772464,3.4469755e-05,0.122979775,0.0005833454,1.0
900000,0.22519733,399.0,0.13668334,9.90095678716898,9.90095678716898,10.474142,0.096644774,3.1590826e-05,0.12106049,0.0005354592,1.0
910000,0.20830666,399.0,0.19825731,8.09668594164153,8.09668594164153,10.394912,0.09826573,2.8550134e-05,0.11903336,0.00048488233,1.0
920000,0.20688304,399.0,0.32768348,6.319442494048013,6.319442494048013,10.2469225,0.0983184,2.5510828e-05,0.117007166,0.00043432848,1.0
930000,0.21342304,391.52,0.042970683,1.91961860537529,1.91961860537529,10.778601,0.09442823,2.2474323e-05,0.11498282,0.00038382132,1.0
940000,0.20882733,399.0,0.013371369,1.7739408153754015,1.7739408153754015,10.308873,0.09345845,1.9427196e-05,0.1129514,0.00033313743,1.0
950000,0.21110673,399.0,-0.02511811,2.1592898704111576,2.1592898704111576,10.238923,0.09689674,1.6545595e-05,0.11103034,0.0002852068,1.0
960000,0.2097333,391.3076923076923,0.019708224,5.816249345357601,5.816249345357601,10.482483,0.09630321,1.3505919e-05,0.10900389,0.00023464681,1.0
970000,0.21145873,399.0,0.0676438,-1.8157093438009422,-1.8157093438009422,10.354811,0.09764302,1.0466933e-05,0.106977895,0.00018409836,1.0
980000,0.21322078,399.0,0.014926657,6.7568182384967805,6.7568182384967805,10.106789,0.09945902,7.5858643e-06,0.10505718,0.00013617658,1.0
990000,0.21099238,399.0,0.08611908,4.584918378591538,4.584918378591538,10.180244,0.09260217,4.5471998e-06,0.1030314,8.563344e-05,1.0
1000000,0.22518018,384.8333333333333,0.05664066,0.7269786036014557,0.7269786036014557,10.326118,0.10028211,1.5060011e-06,0.10100394,3.5048157e-05,1.0
